key,press_time,release_time,dwell_time,flight_time
s,0.0,70.28,70.28,0.0
e,145.93,213.55,67.62,75.65
c,344.31,443.37,99.07,130.76
u,516.76,597.69,80.93,73.39
r,712.91,800.57,87.66,115.22
e,894.93,978.4,83.47,94.35
p,1138.84,1214.88,76.03,160.44
a,1313.54,1382.79,69.25,98.66
s,1477.57,1550.61,73.04,94.78
s,1624.24,1726.69,102.45,73.62
w,1823.17,1913.86,90.69,96.48
o,1970.63,2040.71,70.09,56.77
r,2104.55,2177.82,73.27,63.84
d,2249.59,2289.89,40.3,71.77
1,2383.43,2507.13,123.71,93.54
2,2588.73,2651.93,63.2,81.6
3,2739.19,2838.46,99.26,87.26
