key,press_time,release_time,dwell_time,flight_time
s,0.0,50.63,50.63,0.0
e,159.82,233.14,73.33,109.19
c,344.62,408.68,64.06,111.48
u,518.55,578.2,59.65,109.87
r,694.19,777.1,82.91,115.99
e,915.63,1012.75,97.12,138.53
p,1115.77,1213.91,98.14,103.02
a,1317.44,1420.48,103.04,103.53
s,1516.91,1577.53,60.62,96.44
s,1698.47,1753.1,54.64,120.94
w,1896.01,1959.17,63.16,142.91
o,2052.99,2144.18,91.19,93.82
r,2236.63,2337.14,100.51,92.45
d,2429.06,2496.64,67.58,91.92
1,2625.48,2728.2,102.72,128.84
2,2838.11,2913.28,75.17,109.91
3,3025.19,3139.43,114.23,111.92
