key,press_time,release_time,dwell_time,flight_time
s,0.0,141.19,141.19,0.0
e,252.3,436.25,183.95,111.11
c,520.99,726.54,205.55,84.74
u,925.14,1122.75,197.61,198.6
r,1222.93,1385.76,162.83,100.19
e,1556.25,1728.09,171.84,170.49
p,1936.43,2046.37,109.94,208.34
a,2226.72,2470.48,243.77,180.35
s,2693.03,2792.97,99.94,222.54
s,2948.45,3136.51,188.05,155.49
w,3320.01,3510.01,190.0,183.5
o,3617.22,3785.93,168.72,107.21
r,3957.11,4166.23,209.13,171.17
d,4360.35,4561.33,200.98,194.11
1,4812.95,5012.21,199.26,251.62
2,5200.29,5464.94,264.64,188.08
3,5658.09,5911.71,253.62,193.15
