key,press_time,release_time,dwell_time,flight_time
s,0.0,101.89,101.89,0.0
e,275.88,405.34,129.46,173.99
c,502.0,609.42,107.42,96.66
u,744.5,899.76,155.26,135.08
r,1086.78,1215.91,129.13,187.02
e,1395.43,1526.05,130.62,179.51
p,1662.39,1824.36,161.97,136.34
a,2017.86,2201.15,183.29,193.5
s,2289.8,2504.86,215.07,88.64
s,2697.62,2875.1,177.48,192.75
w,3019.8,3218.8,199.0,144.7
o,3411.89,3565.89,153.99,193.09
r,3715.37,3868.52,153.16,149.48
d,3981.55,4069.21,87.66,113.02
1,4248.61,4391.92,143.32,179.4
2,4551.31,4710.53,159.22,159.39
3,4862.55,5022.92,160.37,152.02
