key,press_time,release_time,dwell_time,flight_time
s,0.0,77.02,77.02,0.0
e,188.85,253.36,64.51,111.83
c,356.47,435.21,78.74,103.11
u,542.22,656.13,113.91,107.02
r,758.13,837.31,79.18,101.99
e,925.45,999.98,74.53,88.14
p,1080.87,1148.66,67.79,80.89
a,1211.41,1279.99,68.58,62.75
s,1381.73,1465.69,83.96,101.74
s,1562.19,1622.93,60.74,96.5
w,1709.64,1802.24,92.59,86.72
o,1886.34,1953.25,66.91,84.1
r,2059.6,2169.12,109.52,106.35
d,2247.04,2325.85,78.81,77.92
1,2404.64,2572.53,167.89,78.78
2,2668.77,2779.13,110.36,96.24
3,2894.78,2988.2,93.42,115.65
