key,press_time,release_time,dwell_time,flight_time
s,0.0,77.14,77.14,0.0
e,194.18,266.68,72.5,117.05
c,345.26,410.36,65.1,78.58
u,505.65,570.63,64.98,95.29
r,643.61,729.46,85.85,72.99
e,832.18,918.28,86.1,102.72
p,1013.72,1118.43,104.7,95.44
a,1195.15,1261.53,66.39,76.72
s,1359.87,1467.05,107.18,98.34
s,1628.82,1692.44,63.62,161.77
w,1753.11,1822.46,69.35,60.67
o,1914.06,1974.47,60.41,91.6
r,2052.35,2131.86,79.51,77.88
d,2226.16,2266.16,40.0,94.29
1,2395.33,2467.17,71.84,129.17
2,2556.35,2662.88,106.52,89.19
3,2724.93,2851.51,126.58,62.06
