key,press_time,release_time,dwell_time,flight_time
s,0.0,41.39,41.39,0.0
e,126.26,222.51,96.25,84.88
c,338.9,416.51,77.62,116.38
u,529.35,598.48,69.13,112.84
r,688.62,768.0,79.38,90.14
e,841.28,921.81,80.53,73.28
p,1039.13,1129.65,90.52,117.32
a,1241.42,1307.52,66.1,111.76
s,1396.6,1474.07,77.47,89.09
s,1590.39,1631.73,41.34,116.32
w,1714.58,1809.73,95.15,82.85
o,1924.04,1991.56,67.52,114.31
r,2075.32,2180.24,104.92,83.76
d,2273.45,2330.8,57.35,93.2
1,2444.61,2548.01,103.4,113.81
2,2653.41,2753.99,100.58,105.4
3,2813.02,2920.17,107.16,59.03
