key,press_time,release_time,dwell_time,flight_time
s,0.0,113.58,113.58,0.0
e,238.45,364.57,126.12,124.87
c,525.0,676.8,151.8,160.43
u,805.07,899.02,93.96,128.26
r,992.84,1119.62,126.78,93.82
e,1272.42,1389.11,116.7,152.8
p,1579.5,1636.29,56.78,190.39
a,1755.69,1881.69,126.0,119.41
s,1988.3,2106.02,117.72,106.61
s,2227.03,2352.64,125.61,121.01
w,2462.82,2592.3,129.48,110.18
o,2742.22,2847.96,105.74,149.92
r,3007.36,3147.47,140.11,159.4
d,3289.82,3430.34,140.52,142.35
1,3544.4,3685.67,141.27,114.06
2,3800.47,3957.11,156.64,114.8
3,4121.45,4244.88,123.43,164.34
