key,press_time,release_time,dwell_time,flight_time
s,0.0,91.21,91.21,0.0
e,193.8,320.5,126.7,102.59
c,428.38,527.91,99.54,107.88
u,665.11,755.15,90.03,137.2
r,837.48,951.4,113.92,82.33
e,1065.26,1148.31,83.05,113.86
p,1223.32,1335.79,112.47,75.01
a,1425.99,1508.12,82.12,90.2
s,1582.95,1669.11,86.16,74.83
s,1785.84,1876.76,90.92,116.73
w,1964.54,2027.83,63.29,87.78
o,2125.47,2225.48,100.02,97.64
r,2304.24,2355.59,51.35,78.76
d,2479.44,2596.71,117.26,123.86
1,2681.76,2787.7,105.95,85.05
2,2890.57,2988.95,98.37,102.87
3,3133.75,3261.89,128.14,144.8
