key,press_time,release_time,dwell_time,flight_time
s,0.0,179.93,179.93,0.0
e,361.16,436.8,75.64,181.24
c,558.69,713.94,155.26,121.89
u,865.68,986.29,120.62,151.73
r,1299.43,1339.43,40.0,313.14
e,1536.26,1611.09,74.83,196.83
p,1859.32,1956.98,97.66,248.23
a,2115.2,2253.41,138.21,158.22
s,2444.78,2581.29,136.51,191.37
s,2728.3,2864.79,136.5,147.0
w,2937.34,2977.34,40.0,72.54
o,3069.54,3188.41,118.87,92.2
r,3213.41,3375.71,162.3,25.0
d,3557.81,3597.81,40.0,182.1
1,3800.63,4031.47,230.84,202.82
2,4269.44,4408.12,138.67,237.97
3,4518.14,4643.67,125.53,110.02
