key,press_time,release_time,dwell_time,flight_time
s,0.0,136.71,136.71,0.0
e,278.35,424.9,146.56,141.64
c,612.38,777.54,165.16,187.48
u,923.53,1055.32,131.79,145.99
r,1174.42,1290.56,116.14,119.1
e,1439.62,1549.54,109.93,149.06
p,1670.07,1843.22,173.15,120.52
a,2027.36,2088.9,61.54,184.15
s,2212.18,2329.96,117.78,123.28
s,2466.24,2573.03,106.79,136.29
w,2683.4,2778.11,94.71,110.37
o,2951.52,3047.26,95.75,173.41
r,3191.66,3295.79,104.12,144.4
d,3398.3,3502.83,104.53,102.52
1,3642.51,3798.42,155.92,139.67
2,3941.21,4130.16,188.95,142.78
3,4260.76,4382.05,121.28,130.61
