key,press_time,release_time,dwell_time,flight_time
s,0.0,102.8,102.8,0.0
e,287.22,374.66,87.44,184.42
c,523.46,653.96,130.5,148.8
u,769.33,927.71,158.37,115.38
r,1080.28,1204.95,124.66,152.58
e,1365.43,1545.66,180.24,160.48
p,1685.54,1848.51,162.97,139.88
a,1997.72,2149.91,152.18,149.21
s,2228.06,2371.53,143.48,78.15
s,2474.93,2605.55,130.62,103.4
w,2768.59,2861.32,92.73,163.03
o,3003.58,3131.96,128.38,142.26
r,3258.82,3370.44,111.62,126.85
d,3493.17,3586.88,93.71,122.73
1,3702.77,3888.25,185.48,115.89
2,3997.42,4140.92,143.5,109.17
3,4310.55,4447.3,136.75,169.63
