key,press_time,release_time,dwell_time,flight_time
s,0.0,122.26,122.26,0.0
e,226.6,385.5,158.9,104.34
c,499.89,590.97,91.09,114.39
u,725.97,848.97,123.0,134.99
r,989.02,1121.63,132.6,140.05
e,1261.18,1429.82,168.65,139.55
p,1549.89,1710.85,160.96,120.06
a,1809.02,1930.55,121.53,98.18
s,2086.15,2177.46,91.31,155.6
s,2319.28,2424.48,105.21,141.82
w,2555.83,2673.86,118.03,131.35
o,2784.18,2879.68,95.5,110.32
r,2923.63,3026.19,102.57,43.95
d,3125.84,3263.96,138.13,99.64
1,3397.8,3565.72,167.92,133.83
2,3689.14,3855.99,166.85,123.42
3,3969.28,4100.43,131.14,113.29
