key,press_time,release_time,dwell_time,flight_time
s,0.0,99.9,99.9,0.0
e,216.89,325.18,108.29,116.99
c,452.45,562.64,110.19,127.27
u,687.43,759.51,72.08,124.79
r,906.23,1017.56,111.33,146.72
e,1150.97,1250.22,99.26,133.41
p,1363.9,1496.43,132.53,113.68
a,1624.65,1765.24,140.6,128.22
s,1941.12,2033.95,92.83,175.88
s,2181.63,2331.26,149.63,147.68
w,2470.56,2612.23,141.68,139.3
o,2789.08,2916.61,127.54,176.84
r,3057.85,3186.45,128.61,141.23
d,3354.48,3509.41,154.92,168.03
1,3659.82,3786.34,126.52,150.41
2,3849.04,3986.61,137.57,62.7
3,4111.33,4314.48,203.15,124.72
