key,press_time,release_time,dwell_time,flight_time
s,0.0,53.29,53.29,0.0
e,146.59,207.71,61.13,93.3
c,300.42,373.2,72.77,92.71
u,462.12,522.91,60.8,88.92
r,598.89,650.52,51.63,75.98
e,716.41,756.41,40.0,65.9
p,851.65,944.57,92.91,95.24
a,1016.63,1085.27,68.64,72.07
s,1131.18,1173.54,42.36,45.91
s,1242.6,1282.6,40.0,69.06
w,1350.29,1406.51,56.23,67.69
o,1487.65,1534.8,47.15,81.13
r,1601.73,1662.9,61.17,66.93
d,1743.4,1787.55,44.15,80.5
1,1857.32,1949.82,92.5,69.77
2,2043.92,2132.1,88.18,94.1
3,2238.97,2319.52,80.56,106.87
