key,press_time,release_time,dwell_time,flight_time
s,0.0,137.72,137.72,0.0
e,204.62,374.29,169.67,66.9
c,535.31,691.17,155.87,161.02
u,856.86,955.09,98.24,165.68
r,1116.26,1257.72,141.46,161.16
e,1298.31,1412.41,114.11,40.59
p,1491.71,1658.71,167.0,79.3
a,1954.68,1994.71,40.03,295.97
s,2271.13,2372.58,101.44,276.43
s,2496.07,2634.01,137.95,123.49
w,2731.96,2892.91,160.94,97.95
o,3041.75,3295.49,253.74,148.84
r,3525.71,3731.65,205.94,230.23
d,3769.42,3817.17,47.75,37.77
1,4045.98,4267.66,221.68,228.82
2,4330.54,4521.62,191.09,62.87
3,4744.31,4910.52,166.21,222.69
