key,press_time,release_time,dwell_time,flight_time
s,0.0,176.67,176.67,0.0
e,273.4,374.23,100.83,96.73
c,539.98,660.09,120.11,165.75
u,744.14,898.25,154.12,84.05
r,1038.38,1152.62,114.24,140.13
e,1206.19,1382.88,176.69,53.57
p,1540.63,1743.81,203.18,157.75
a,1896.23,2131.12,234.89,152.42
s,2306.57,2462.8,156.23,175.45
s,2605.11,2745.44,140.33,142.31
w,2921.46,3093.79,172.32,176.02
o,3201.36,3339.62,138.26,107.57
r,3545.74,3658.04,112.3,206.12
d,3828.59,4000.19,171.6,170.55
1,4184.68,4284.29,99.62,184.49
2,4438.46,4586.7,148.24,154.16
3,4631.8,4760.57,128.77,45.1
