key,press_time,release_time,dwell_time,flight_time
s,0.0,80.56,80.56,0.0
e,149.98,215.55,65.57,69.42
c,312.76,362.76,50.0,97.21
u,446.36,529.86,83.51,83.6
r,608.03,686.05,78.02,78.16
e,773.1,842.87,69.77,87.05
p,903.78,980.12,76.34,60.92
a,1056.98,1142.8,85.82,76.86
s,1216.45,1269.63,53.18,73.64
s,1340.14,1402.51,62.37,70.51
w,1498.91,1545.9,47.0,96.4
o,1636.8,1689.59,52.79,90.9
r,1753.2,1806.92,53.72,63.61
d,1887.06,1943.46,56.41,80.14
1,2042.71,2132.02,89.32,99.25
2,2204.38,2288.66,84.28,72.35
3,2356.38,2417.09,60.7,67.73
