key,press_time,release_time,dwell_time,flight_time
s,0.0,93.55,93.55,0.0
e,171.66,262.29,90.62,78.11
c,378.98,459.12,80.14,116.69
u,550.28,640.02,89.74,91.15
r,753.42,840.24,86.82,113.4
e,1008.77,1077.27,68.5,168.53
p,1167.99,1252.48,84.48,90.72
a,1335.35,1391.25,55.89,82.87
s,1556.73,1618.8,62.07,165.48
s,1708.83,1800.51,91.67,90.03
w,1911.58,2041.77,130.19,111.07
o,2166.81,2270.16,103.35,125.04
r,2366.51,2484.64,118.12,96.36
d,2540.1,2609.84,69.74,55.46
1,2665.42,2790.9,125.48,55.58
2,2875.6,2993.54,117.94,84.7
3,3103.07,3190.15,87.08,109.53
