key,press_time,release_time,dwell_time,flight_time
s,0.0,74.63,74.63,0.0
e,154.66,237.92,83.26,80.03
c,319.18,383.5,64.32,81.26
u,446.54,518.15,71.61,63.04
r,636.84,714.08,77.24,118.7
e,800.15,868.28,68.13,86.07
p,939.56,1027.21,87.66,71.28
a,1100.69,1153.32,52.62,73.48
s,1239.01,1295.07,56.06,85.69
s,1364.63,1425.85,61.22,69.57
w,1516.81,1600.46,83.65,90.96
o,1696.06,1752.7,56.64,95.6
r,1857.41,1929.21,71.8,104.71
d,2014.79,2056.54,41.75,85.58
1,2163.85,2237.46,73.61,107.31
2,2310.93,2395.05,84.12,73.47
3,2463.47,2547.46,83.98,68.42
