key,press_time,release_time,dwell_time,flight_time
s,0.0,157.39,157.39,0.0
e,361.53,528.63,167.11,204.14
c,665.18,789.92,124.75,136.54
u,866.06,1008.16,142.1,76.14
r,1142.74,1301.47,158.74,134.58
e,1439.95,1610.37,170.42,138.47
p,1703.29,1802.24,98.95,92.92
a,1889.76,2052.06,162.3,87.52
s,2194.25,2298.85,104.61,142.18
s,2453.41,2613.11,159.69,154.56
w,2836.65,2962.76,126.12,223.54
o,3169.22,3260.88,91.66,206.46
r,3392.79,3543.39,150.6,131.91
d,3698.72,3846.13,147.41,155.33
1,3980.31,4213.16,232.84,134.18
2,4394.14,4562.41,168.28,180.98
3,4781.9,4938.63,156.73,219.49
