key,press_time,release_time,dwell_time,flight_time
s,0.0,119.01,119.01,0.0
e,326.78,478.75,151.97,207.77
c,652.04,835.28,183.24,173.29
u,986.56,1176.07,189.5,151.29
r,1323.82,1474.85,151.03,147.75
e,1690.55,1899.27,208.72,215.7
p,2079.79,2359.44,279.65,180.53
a,2526.77,2647.0,120.23,167.33
s,2797.09,2969.01,171.92,150.08
s,3134.75,3261.96,127.21,165.75
w,3401.9,3511.36,109.47,139.93
o,3747.59,3917.43,169.84,236.23
r,4116.41,4221.36,104.96,198.97
d,4351.45,4522.56,171.11,130.08
1,4690.6,4938.92,248.32,168.04
2,5122.52,5235.23,112.72,183.59
3,5376.42,5605.51,229.09,141.19
