key,press_time,release_time,dwell_time,flight_time
s,0.0,89.23,89.23,0.0
e,207.71,325.91,118.2,118.48
c,435.83,519.88,84.05,109.93
u,634.78,720.65,85.87,114.9
r,854.74,956.25,101.52,134.09
e,1133.74,1230.79,97.05,177.48
p,1405.51,1520.14,114.63,174.72
a,1657.52,1742.06,84.54,137.38
s,1879.31,1988.76,109.46,137.25
s,2171.24,2264.11,92.87,182.48
w,2405.32,2496.5,91.17,141.21
o,2621.77,2724.13,102.35,125.28
r,2806.66,2909.33,102.67,82.53
d,3018.15,3128.69,110.54,108.83
1,3264.19,3372.33,108.13,135.5
2,3521.79,3641.47,119.68,149.46
3,3789.57,3935.02,145.46,148.1
