key,press_time,release_time,dwell_time,flight_time
s,0.0,119.86,119.86,0.0
e,230.97,354.99,124.03,111.11
c,443.72,546.4,102.68,88.73
u,683.83,840.96,157.13,137.43
r,970.86,1091.83,120.96,129.91
e,1263.66,1357.32,93.66,171.83
p,1492.42,1635.57,143.15,135.1
a,1765.97,1872.47,106.5,130.4
s,1966.63,2084.18,117.56,94.16
s,2211.16,2353.84,142.68,126.97
w,2459.61,2576.47,116.86,105.77
o,2665.17,2771.59,106.43,88.7
r,2873.45,3003.68,130.23,101.86
d,3116.59,3231.74,115.15,112.91
1,3342.93,3489.34,146.41,111.18
2,3588.1,3714.64,126.54,98.76
3,3843.55,4006.04,162.48,128.92
