key,press_time,release_time,dwell_time,flight_time
s,0.0,147.69,147.69,0.0
e,299.54,501.2,201.66,151.86
c,698.06,904.4,206.34,196.85
u,1065.31,1285.55,220.25,160.91
r,1569.97,1772.7,202.73,284.42
e,2014.07,2171.23,157.16,241.37
p,2467.9,2642.68,174.79,296.67
a,2873.58,3042.25,168.66,230.9
s,3227.35,3335.46,108.11,185.11
s,3597.33,3834.52,237.19,261.87
w,4014.91,4142.74,127.83,180.39
o,4346.37,4496.14,149.77,203.62
r,4760.09,4998.46,238.37,263.95
d,5178.39,5330.13,151.74,179.93
1,5590.38,5905.42,315.04,260.25
2,6015.64,6143.49,127.85,110.22
3,6350.81,6618.8,267.99,207.32
