key,press_time,release_time,dwell_time,flight_time
s,0.0,57.36,57.36,0.0
e,147.13,220.13,73.0,89.76
c,291.15,362.21,71.06,71.03
u,476.82,565.08,88.27,114.6
r,641.49,686.19,44.7,76.41
e,776.52,836.38,59.86,90.33
p,957.03,1044.69,87.66,120.65
a,1104.77,1199.84,95.07,60.08
s,1288.32,1354.45,66.13,88.48
s,1453.48,1550.93,97.45,99.03
w,1630.62,1731.12,100.5,79.69
o,1808.19,1881.01,72.81,77.07
r,1979.5,2051.49,71.99,98.49
d,2141.23,2214.18,72.95,89.74
1,2310.85,2402.58,91.73,96.67
2,2483.24,2579.04,95.8,80.66
3,2658.25,2745.95,87.7,79.22
