key,press_time,release_time,dwell_time,flight_time
s,0.0,129.57,129.57,0.0
e,300.98,398.64,97.66,171.41
c,536.58,650.83,114.25,137.95
u,832.37,947.62,115.25,181.53
r,1094.76,1230.36,135.6,147.14
e,1368.91,1462.86,93.94,138.55
p,1613.5,1739.35,125.85,150.65
a,1855.62,2020.04,164.42,116.27
s,2114.48,2215.64,101.16,94.44
s,2384.0,2473.02,89.02,168.37
w,2605.42,2698.7,93.28,132.4
o,2811.22,2954.53,143.31,112.52
r,3183.82,3251.68,67.86,229.29
d,3479.39,3563.29,83.9,227.71
1,3695.8,3866.87,171.07,132.52
2,3965.98,4121.68,155.7,99.11
3,4266.91,4433.2,166.29,145.23
