key,press_time,release_time,dwell_time,flight_time
s,0.0,89.12,89.12,0.0
e,201.19,335.72,134.53,112.07
c,473.53,617.68,144.15,137.81
u,783.32,916.77,133.45,165.64
r,1097.79,1188.17,90.37,181.03
e,1306.7,1424.14,117.44,118.53
p,1531.98,1674.81,142.84,107.84
a,1803.86,1944.89,141.03,129.05
s,2069.84,2168.51,98.68,124.94
s,2362.35,2483.48,121.13,193.84
w,2601.62,2768.12,166.5,118.14
o,2905.23,3013.84,108.61,137.12
r,3083.89,3193.2,109.31,70.05
d,3296.33,3410.85,114.52,103.13
1,3559.65,3709.88,150.23,148.8
2,3786.33,3963.41,177.08,76.45
3,4052.86,4173.79,120.93,89.45
