key,press_time,release_time,dwell_time,flight_time
s,0.0,149.35,149.35,0.0
e,383.77,572.21,188.43,234.42
c,860.24,1035.59,175.35,288.04
u,1237.69,1341.67,103.99,202.09
r,1422.95,1529.21,106.26,81.28
e,1768.53,2037.86,269.33,239.32
p,2148.99,2330.19,181.2,111.14
a,2401.92,2652.69,250.77,71.73
s,2889.88,3099.77,209.89,237.19
s,3460.76,3650.41,189.64,360.99
w,3768.26,3846.76,78.5,117.85
o,3985.88,4178.99,193.11,139.12
r,4422.57,4615.28,192.71,243.58
d,4854.69,4894.69,40.0,239.41
1,5055.54,5095.54,40.0,160.85
2,5332.84,5537.71,204.87,237.3
3,5822.81,5985.98,163.17,285.09
