key,press_time,release_time,dwell_time,flight_time
s,0.0,163.3,163.3,0.0
e,265.49,375.83,110.35,102.19
c,465.28,585.06,119.78,89.44
u,759.13,922.17,163.03,174.08
r,1047.61,1149.0,101.39,125.45
e,1222.83,1379.45,156.62,73.82
p,1469.51,1609.94,140.44,90.05
a,1773.22,1882.36,109.15,163.27
s,2050.05,2118.72,68.68,167.69
s,2246.24,2380.58,134.34,127.51
w,2582.8,2694.89,112.09,202.22
o,2832.65,2941.54,108.9,137.76
r,3040.96,3166.9,125.94,99.42
d,3295.83,3463.81,167.99,128.92
1,3630.59,3750.43,119.84,166.78
2,3856.07,4000.99,144.91,105.64
3,4138.98,4228.68,89.7,138.0
