key,press_time,release_time,dwell_time,flight_time
s,0.0,104.42,104.42,0.0
e,279.31,429.86,150.54,174.9
c,555.1,703.17,148.07,125.24
u,775.92,900.02,124.11,72.75
r,1113.71,1238.28,124.58,213.68
e,1383.96,1506.33,122.37,145.68
p,1624.74,1797.51,172.77,118.42
a,1938.68,2068.31,129.63,141.16
s,2205.73,2284.67,78.95,137.42
s,2396.98,2491.92,94.95,112.3
w,2628.95,2729.16,100.22,137.02
o,2914.11,3013.11,99.0,184.94
r,3182.5,3342.91,160.41,169.39
d,3480.31,3624.97,144.66,137.4
1,3766.35,3978.9,212.55,141.38
2,4102.34,4239.71,137.37,123.44
3,4403.78,4578.4,174.62,164.07
