key,press_time,release_time,dwell_time,flight_time
s,0.0,54.31,54.31,0.0
e,127.8,201.94,74.15,73.49
c,270.33,343.15,72.82,68.39
u,396.9,466.33,69.44,53.75
r,533.52,608.65,75.13,67.19
e,667.81,731.38,63.57,59.16
p,822.02,911.8,89.78,90.64
a,983.79,1044.45,60.67,71.99
s,1138.71,1199.73,61.02,94.26
s,1243.81,1310.12,66.31,44.07
w,1415.7,1459.64,43.94,105.59
o,1549.17,1595.65,46.48,89.53
r,1695.78,1752.6,56.82,100.13
d,1819.2,1875.49,56.28,66.6
1,1943.56,2027.39,83.83,68.08
2,2099.96,2175.84,75.88,72.57
3,2227.58,2327.37,99.79,51.74
