key,press_time,release_time,dwell_time,flight_time
s,0.0,130.69,130.69,0.0
e,300.96,423.43,122.47,170.26
c,569.39,702.3,132.9,145.96
u,851.31,1012.34,161.03,149.01
r,1130.6,1220.77,90.17,118.26
e,1388.16,1517.71,129.55,167.39
p,1596.16,1728.83,132.67,78.45
a,1826.85,1998.94,172.09,98.03
s,2147.9,2244.47,96.57,148.96
s,2409.74,2567.3,157.56,165.27
w,2729.69,2828.19,98.5,162.39
o,2983.02,3096.14,113.13,154.83
r,3142.9,3237.7,94.8,46.75
d,3462.95,3596.83,133.88,225.25
1,3753.01,3902.47,149.46,156.18
2,4021.14,4152.34,131.2,118.67
3,4251.74,4375.08,123.34,99.4
