key,press_time,release_time,dwell_time,flight_time
s,0.0,116.79,116.79,0.0
e,263.03,409.56,146.53,146.24
c,631.23,774.5,143.27,221.67
u,875.76,978.17,102.42,101.25
r,1058.84,1155.39,96.55,80.67
e,1294.17,1408.01,113.85,138.78
p,1539.96,1680.26,140.3,131.94
a,1809.07,1936.86,127.78,128.81
s,2078.43,2197.88,119.45,141.58
s,2380.65,2513.14,132.49,182.77
w,2678.57,2805.11,126.54,165.42
o,2909.69,3067.37,157.67,104.59
r,3224.99,3321.1,96.11,157.62
d,3415.13,3527.94,112.8,94.03
1,3685.48,3850.56,165.08,157.54
2,4057.76,4249.05,191.29,207.2
3,4407.29,4567.92,160.63,158.25
