key,press_time,release_time,dwell_time,flight_time
s,0.0,43.69,43.69,0.0
e,165.2,251.17,85.96,121.51
c,310.28,397.09,86.81,59.11
u,512.87,593.62,80.74,115.78
r,689.01,782.36,93.35,95.4
e,894.37,971.18,76.81,112.0
p,1093.73,1204.39,110.66,122.55
a,1308.5,1370.42,61.92,104.11
s,1485.91,1600.38,114.48,115.48
s,1713.42,1756.9,43.48,113.04
w,1837.19,1923.43,86.24,80.29
o,2027.29,2067.29,40.0,103.86
r,2168.83,2276.81,107.98,101.54
d,2361.22,2447.95,86.73,84.41
1,2571.57,2680.81,109.24,123.62
2,2798.02,2874.72,76.7,117.21
3,2994.65,3104.75,110.1,119.93
