key,press_time,release_time,dwell_time,flight_time
s,0.0,84.78,84.78,0.0
e,240.87,367.78,126.91,156.09
c,497.24,607.87,110.64,129.46
u,789.83,907.11,117.28,181.95
r,1004.64,1142.27,137.63,97.53
e,1295.93,1456.59,160.66,153.66
p,1601.0,1772.34,171.34,144.41
a,1902.37,2075.36,172.99,130.03
s,2184.57,2319.29,134.71,109.21
s,2446.88,2541.53,94.65,127.59
w,2674.37,2794.56,120.18,132.85
o,2952.98,3045.53,92.55,158.42
r,3210.0,3330.08,120.07,164.47
d,3491.53,3604.71,113.18,161.45
1,3764.17,3922.1,157.93,159.46
2,4141.67,4298.79,157.12,219.57
3,4450.8,4572.31,121.51,152.0
