key,press_time,release_time,dwell_time,flight_time
s,0.0,109.18,109.18,0.0
e,243.26,357.75,114.48,134.08
c,476.11,572.58,96.47,118.37
u,688.85,808.07,119.23,116.26
r,952.34,1064.94,112.6,144.27
e,1165.25,1295.98,130.73,100.3
p,1432.95,1562.96,130.01,136.97
a,1686.95,1756.52,69.57,123.99
s,1860.37,1973.76,113.39,103.85
s,2087.11,2187.59,100.48,113.35
w,2321.43,2424.02,102.59,133.84
o,2600.91,2689.58,88.67,176.89
r,2814.06,2949.26,135.2,124.47
d,3062.24,3133.54,71.31,112.98
1,3245.74,3404.62,158.88,112.19
2,3529.99,3667.41,137.42,125.37
3,3802.71,3918.86,116.14,135.31
