key,press_time,release_time,dwell_time,flight_time
s,0.0,69.33,69.33,0.0
e,211.12,321.56,110.44,141.8
c,541.28,622.8,81.51,219.72
u,775.96,885.5,109.54,153.16
r,1058.53,1224.6,166.07,173.03
e,1363.49,1481.23,117.74,138.89
p,1610.84,1740.5,129.65,129.61
a,1826.87,1963.92,137.05,86.38
s,2140.57,2220.5,79.92,176.65
s,2356.15,2420.58,64.43,135.65
w,2530.17,2639.46,109.29,109.59
o,2754.63,2910.9,156.27,115.18
r,3018.73,3181.81,163.08,107.83
d,3283.39,3398.32,114.94,101.58
1,3541.5,3682.75,141.26,143.17
2,3816.69,3948.18,131.48,133.94
3,4058.99,4149.44,90.45,110.81
