key,press_time,release_time,dwell_time,flight_time
s,0.0,198.55,198.55,0.0
e,308.44,353.15,44.71,109.89
c,509.77,703.48,193.7,156.62
u,897.92,1045.07,147.15,194.45
r,1138.85,1334.03,195.18,93.77
e,1472.46,1597.98,125.52,138.42
p,1733.46,1879.37,145.91,135.48
a,1975.99,2103.18,127.18,96.62
s,2284.34,2368.77,84.43,181.16
s,2525.53,2713.14,187.61,156.76
w,2838.06,3053.49,215.43,124.92
o,3101.55,3208.32,106.77,48.07
r,3327.36,3567.96,240.59,119.04
d,3592.96,3679.72,86.76,25.0
1,3718.85,3830.08,111.23,39.13
2,3907.85,4134.33,226.48,77.78
3,4266.54,4458.44,191.9,132.21
