key,press_time,release_time,dwell_time,flight_time
s,0.0,172.2,172.2,0.0
e,279.8,407.12,127.33,107.6
c,505.47,648.82,143.35,98.34
u,785.69,887.72,102.03,136.87
r,1081.46,1244.57,163.1,193.74
e,1337.61,1479.68,142.06,93.04
p,1636.29,1847.27,210.98,156.61
a,2006.87,2096.97,90.1,159.6
s,2184.8,2280.16,95.36,87.84
s,2417.56,2507.38,89.82,137.4
w,2657.36,2784.73,127.37,149.98
o,2979.64,3131.14,151.49,194.92
r,3284.6,3381.91,97.31,153.46
d,3495.66,3613.03,117.37,113.75
1,3778.45,3954.09,175.64,165.42
2,4138.63,4238.8,100.17,184.54
3,4367.26,4551.45,184.19,128.46
