key,press_time,release_time,dwell_time,flight_time
s,0.0,65.81,65.81,0.0
e,159.21,258.83,99.63,93.4
c,365.02,474.99,109.97,106.19
u,546.44,616.78,70.34,71.46
r,686.17,758.91,72.74,69.39
e,861.12,960.32,99.2,102.21
p,1088.32,1205.54,117.22,128.0
a,1315.51,1412.29,96.78,109.97
s,1506.11,1593.48,87.37,93.82
s,1688.6,1787.58,98.98,95.12
w,1838.91,1937.26,98.35,51.33
o,2001.75,2115.17,113.42,64.49
r,2212.72,2326.74,114.01,97.56
d,2388.93,2465.33,76.41,62.19
1,2554.56,2668.65,114.1,89.22
2,2759.23,2883.1,123.87,90.58
3,2910.52,2987.03,76.51,27.43
