key,press_time,release_time,dwell_time,flight_time
s,0.0,164.37,164.37,0.0
e,432.82,577.75,144.93,268.45
c,781.08,941.59,160.51,203.33
u,1076.35,1218.41,142.06,134.76
r,1307.5,1489.92,182.42,89.09
e,1665.46,1827.45,161.99,175.54
p,2030.23,2193.04,162.81,202.78
a,2364.67,2519.66,154.99,171.62
s,2681.14,2813.23,132.08,161.48
s,3027.62,3162.99,135.38,214.39
w,3306.99,3469.7,162.71,144.0
o,3669.69,3862.32,192.63,199.98
r,4070.63,4278.78,208.16,208.31
d,4463.64,4613.76,150.12,184.86
1,4843.54,5041.02,197.48,229.78
2,5276.34,5535.98,259.63,235.33
3,5729.37,5925.97,196.6,193.4
