key,press_time,release_time,dwell_time,flight_time
s,0.0,65.55,65.55,0.0
e,174.56,256.48,81.92,109.01
c,388.23,490.31,102.09,131.75
u,632.2,752.88,120.68,141.89
r,874.33,974.96,100.63,121.45
e,1083.46,1165.78,82.32,108.5
p,1250.4,1355.94,105.54,84.62
a,1485.8,1579.21,93.41,129.85
s,1692.7,1740.27,47.57,113.49
s,1837.54,1937.93,100.39,97.27
w,2046.65,2158.25,111.6,108.73
o,2189.04,2264.92,75.88,30.79
r,2384.19,2470.44,86.25,119.27
d,2572.94,2643.58,70.64,102.5
1,2717.99,2853.48,135.49,74.41
2,2930.87,3030.08,99.21,77.39
3,3159.77,3320.25,160.48,129.69
