key,press_time,release_time,dwell_time,flight_time
s,0.0,125.5,125.5,0.0
e,260.21,381.01,120.81,134.71
c,465.86,568.44,102.58,84.85
u,723.46,848.85,125.38,155.03
r,994.92,1139.07,144.15,146.07
e,1257.94,1392.37,134.43,118.87
p,1520.97,1624.32,103.34,128.61
a,1748.17,1844.02,95.85,123.86
s,1972.05,2115.56,143.52,128.02
s,2263.23,2409.39,146.16,147.67
w,2568.21,2629.08,60.87,158.82
o,2794.31,2949.82,155.51,165.22
r,3092.85,3208.04,115.19,143.03
d,3314.82,3421.64,106.83,106.77
1,3520.11,3662.39,142.28,98.46
2,3780.35,3909.55,129.2,117.96
3,4024.16,4133.14,108.98,114.6
