key,press_time,release_time,dwell_time,flight_time
s,0.0,87.09,87.09,0.0
e,210.36,259.69,49.33,123.28
c,357.9,430.69,72.79,98.21
u,505.85,587.02,81.17,75.16
r,689.94,729.94,40.0,102.92
e,837.55,886.56,49.02,107.61
p,997.91,1066.12,68.21,111.34
a,1167.97,1246.21,78.24,101.85
s,1330.66,1387.63,56.98,84.44
s,1498.28,1563.68,65.4,110.64
w,1662.38,1722.61,60.23,98.7
o,1841.74,1919.98,78.24,119.12
r,2005.63,2047.84,42.21,85.66
d,2118.55,2193.95,75.4,70.71
1,2331.94,2439.81,107.87,137.99
2,2522.3,2611.94,89.64,82.49
3,2736.83,2844.32,107.49,124.9
