key,press_time,release_time,dwell_time,flight_time
s,0.0,80.98,80.98,0.0
e,168.84,237.65,68.81,87.86
c,322.57,389.39,66.83,84.92
u,477.19,555.11,77.92,87.8
r,641.74,699.01,57.27,86.62
e,797.97,870.68,72.71,98.96
p,953.8,1054.57,100.76,83.13
a,1129.87,1192.45,62.59,75.3
s,1278.22,1338.81,60.6,85.76
s,1408.98,1489.31,80.33,70.16
w,1557.45,1626.57,69.12,68.14
o,1725.08,1819.67,94.59,98.51
r,1912.02,1976.52,64.5,92.35
d,2079.99,2125.45,45.46,103.47
1,2216.71,2327.11,110.4,91.26
2,2377.09,2456.02,78.94,49.97
3,2537.28,2621.1,83.83,81.25
