key,press_time,release_time,dwell_time,flight_time
s,0.0,77.87,77.87,0.0
e,217.51,325.6,108.1,139.63
c,392.23,458.32,66.09,66.63
u,574.63,649.5,74.86,116.31
r,778.16,849.45,71.29,128.67
e,945.36,1054.48,109.12,95.91
p,1216.49,1301.57,85.08,162.01
a,1385.67,1451.7,66.03,84.1
s,1577.41,1640.8,63.39,125.71
s,1738.93,1786.43,47.5,98.13
w,1924.0,2018.84,94.84,137.56
o,2129.46,2234.4,104.95,110.62
r,2313.98,2353.98,40.0,79.58
d,2457.56,2531.83,74.27,103.58
1,2556.83,2639.48,82.65,25.0
2,2735.4,2870.7,135.29,95.92
3,2977.05,3056.77,79.72,106.35
