key,press_time,release_time,dwell_time,flight_time
s,0.0,149.43,149.43,0.0
e,291.41,429.05,137.63,141.98
c,528.01,680.01,152.0,98.97
u,890.8,1022.99,132.19,210.79
r,1204.4,1408.59,204.19,181.41
e,1563.29,1713.91,150.62,154.7
p,1866.11,2051.95,185.84,152.2
a,2161.1,2312.85,151.74,109.15
s,2406.97,2477.81,70.84,94.13
s,2612.89,2773.83,160.94,135.08
w,2946.89,3143.12,196.23,173.06
o,3320.01,3481.03,161.02,176.89
r,3613.94,3782.54,168.6,132.91
d,3934.74,4114.62,179.88,152.21
1,4163.4,4351.15,187.75,48.78
2,4441.83,4686.0,244.16,90.69
3,4940.69,5110.97,170.28,254.7
