key,press_time,release_time,dwell_time,flight_time
s,0.0,83.56,83.56,0.0
e,160.0,241.61,81.61,76.43
c,344.5,423.35,78.85,102.89
u,530.43,613.47,83.03,107.09
r,718.34,815.29,96.96,104.87
e,932.84,1007.57,74.74,117.54
p,1135.92,1226.74,90.82,128.35
a,1339.15,1449.09,109.94,112.41
s,1570.73,1646.05,75.31,121.65
s,1746.98,1825.0,78.03,100.93
w,1933.51,2038.92,105.41,108.51
o,2155.82,2246.27,90.45,116.9
r,2317.65,2394.87,77.22,71.38
d,2474.59,2558.75,84.16,79.72
1,2671.31,2751.94,80.64,112.56
2,2873.2,2965.42,92.22,121.25
3,3098.17,3220.23,122.06,132.75
