key,press_time,release_time,dwell_time,flight_time
s,0.0,145.57,145.57,0.0
e,268.32,384.26,115.94,122.75
c,535.91,684.59,148.67,151.65
u,859.4,1054.57,195.17,174.81
r,1254.67,1418.89,164.23,200.09
e,1579.66,1717.36,137.71,160.76
p,1827.24,1979.99,152.75,109.88
a,2167.02,2355.78,188.76,187.03
s,2495.26,2621.9,126.64,139.48
s,2791.02,2978.29,187.27,169.12
w,3167.32,3275.34,108.02,189.04
o,3415.21,3635.9,220.69,139.87
r,3876.75,4050.24,173.49,240.85
d,4187.41,4333.34,145.92,137.18
1,4523.48,4700.44,176.96,190.14
2,4857.98,5092.82,234.85,157.54
3,5261.19,5442.66,181.47,168.37
