key,press_time,release_time,dwell_time,flight_time
s,0.0,177.75,177.75,0.0
e,372.97,605.74,232.76,195.22
c,799.69,1158.58,358.89,193.95
u,1338.48,1605.92,267.43,179.9
r,1866.04,2095.18,229.14,260.13
e,2322.57,2549.24,226.67,227.38
p,2744.74,3004.53,259.79,195.5
a,3136.23,3430.64,294.41,131.7
s,3643.95,3856.74,212.79,213.31
s,4008.76,4147.78,139.02,152.02
w,4296.64,4500.05,203.4,148.87
o,4640.85,4785.3,144.44,140.8
r,5006.08,5286.5,280.42,220.78
d,5397.84,5628.3,230.46,111.35
1,5686.17,5980.29,294.12,57.87
2,6143.25,6376.09,232.84,162.96
3,6527.51,6779.11,251.6,151.43
