key,press_time,release_time,dwell_time,flight_time
s,0.0,109.31,109.31,0.0
e,242.18,373.36,131.19,132.86
c,464.17,599.24,135.08,90.8
u,716.94,880.53,163.59,117.69
r,997.48,1074.63,77.15,116.95
e,1237.12,1383.33,146.21,162.49
p,1464.98,1635.78,170.8,81.65
a,1745.93,1932.34,186.42,110.15
s,2083.91,2234.37,150.46,151.57
s,2384.55,2468.82,84.27,150.19
w,2618.59,2749.47,130.88,149.77
o,2880.31,2996.73,116.42,130.84
r,3157.27,3283.51,126.24,160.54
d,3418.65,3553.72,135.07,135.14
1,3694.37,3887.92,193.55,140.65
2,4038.13,4160.68,122.56,150.21
3,4291.39,4414.37,122.98,130.71
