key,press_time,release_time,dwell_time,flight_time
s,0.0,55.32,55.32,0.0
e,124.83,177.24,52.41,69.51
c,275.51,342.61,67.09,98.27
u,415.19,486.43,71.24,72.58
r,590.56,649.75,59.19,104.13
e,730.39,779.38,48.99,80.64
p,840.02,924.58,84.56,60.64
a,1022.63,1079.96,57.33,98.05
s,1145.69,1201.15,55.46,65.72
s,1284.03,1327.08,43.05,82.88
w,1405.03,1455.68,50.65,77.95
o,1514.78,1580.15,65.37,59.1
r,1656.74,1709.84,53.1,76.59
d,1798.72,1871.6,72.88,88.88
1,1966.3,2026.46,60.16,94.7
2,2129.19,2196.13,66.94,102.73
3,2288.21,2366.18,77.97,92.08
