key,press_time,release_time,dwell_time,flight_time
s,0.0,115.97,115.97,0.0
e,255.9,391.88,135.98,139.94
c,509.31,626.48,117.17,117.43
u,759.38,886.09,126.71,132.9
r,992.59,1095.52,102.93,106.51
e,1209.95,1343.61,133.66,114.43
p,1519.51,1634.53,115.02,175.9
a,1744.38,1848.98,104.6,109.84
s,1987.44,2107.02,119.59,138.46
s,2207.09,2275.56,68.47,100.07
w,2469.28,2580.7,111.42,193.72
o,2733.63,2855.22,121.58,152.94
r,2939.41,3070.15,130.74,84.2
d,3182.68,3237.02,54.34,112.53
1,3312.49,3480.44,167.96,75.47
2,3621.59,3772.79,151.19,141.15
3,3851.64,3965.79,114.15,78.86
