key,press_time,release_time,dwell_time,flight_time
s,0.0,162.13,162.13,0.0
e,378.6,533.97,155.36,216.47
c,634.44,741.69,107.25,100.47
u,874.07,1058.2,184.12,132.39
r,1211.7,1345.99,134.29,153.5
e,1487.21,1617.05,129.83,141.23
p,1831.12,1993.71,162.59,214.07
a,2175.15,2345.74,170.6,181.44
s,2516.67,2620.75,104.08,170.93
s,2780.12,2942.33,162.21,159.37
w,3034.9,3167.72,132.83,92.57
o,3326.57,3565.4,238.82,158.85
r,3782.19,3917.21,135.02,216.8
d,4153.4,4254.64,101.24,236.19
1,4384.77,4586.5,201.73,130.13
2,4754.68,4955.47,200.79,168.18
3,5247.99,5380.19,132.21,292.52
