key,press_time,release_time,dwell_time,flight_time
s,0.0,128.82,128.82,0.0
e,293.65,419.92,126.26,164.84
c,594.12,699.25,105.12,174.21
u,836.87,966.5,129.64,137.62
r,1075.86,1213.21,137.35,109.35
e,1328.35,1448.7,120.35,115.14
p,1561.03,1685.64,124.61,112.33
a,1866.37,1996.9,130.53,180.73
s,2117.94,2207.77,89.84,121.03
s,2390.04,2476.12,86.08,182.26
w,2665.57,2778.82,113.25,189.45
o,2876.85,2982.78,105.93,98.03
r,3133.33,3247.54,114.21,150.54
d,3396.19,3504.9,108.71,148.65
1,3635.34,3810.7,175.36,130.44
2,3949.14,4107.04,157.9,138.44
3,4276.19,4446.32,170.12,169.15
