key,press_time,release_time,dwell_time,flight_time
s,0.0,59.95,59.95,0.0
e,143.19,203.86,60.67,83.24
c,270.15,351.02,80.87,66.29
u,438.21,500.41,62.2,87.19
r,553.11,621.52,68.41,52.7
e,692.81,759.1,66.3,71.29
p,829.43,905.18,75.75,70.33
a,971.27,1034.1,62.83,66.09
s,1112.06,1162.87,50.81,77.96
s,1227.48,1274.46,46.98,64.61
w,1326.43,1396.57,70.14,51.96
o,1474.8,1558.03,83.23,78.23
r,1641.37,1709.0,67.63,83.34
d,1804.05,1860.18,56.13,95.05
1,1949.84,2041.42,91.58,89.67
2,2164.6,2242.85,78.24,123.18
3,2324.14,2404.4,80.25,81.3
