key,press_time,release_time,dwell_time,flight_time
s,0.0,73.43,73.43,0.0
e,152.61,219.42,66.81,79.18
c,294.88,356.54,61.67,75.46
u,473.35,540.47,67.12,116.81
r,629.83,704.15,74.32,89.36
e,803.98,858.49,54.52,99.83
p,964.57,1029.5,64.93,106.08
a,1108.28,1180.87,72.59,78.77
s,1268.1,1342.6,74.5,87.23
s,1402.97,1468.18,65.21,60.36
w,1552.19,1643.38,91.2,84.01
o,1714.97,1778.99,64.03,71.58
r,1848.3,1931.51,83.2,69.31
d,1996.6,2070.98,74.38,65.09
1,2163.83,2260.89,97.05,92.86
2,2338.19,2418.0,79.81,77.3
3,2488.78,2581.73,92.95,70.78
