key,press_time,release_time,dwell_time,flight_time
s,0.0,91.76,91.76,0.0
e,169.31,270.65,101.33,77.56
c,343.99,424.93,80.94,73.34
u,511.35,621.56,110.21,86.43
r,688.34,781.73,93.39,66.77
e,880.33,970.42,90.09,98.6
p,1051.78,1170.7,118.92,81.36
a,1221.01,1281.66,60.64,50.32
s,1307.87,1393.2,85.34,26.21
s,1476.78,1563.73,86.94,83.58
w,1638.03,1736.04,98.01,74.3
o,1829.72,1905.39,75.68,93.68
r,1973.43,2077.11,103.68,68.04
d,2120.15,2236.02,115.87,43.04
1,2297.77,2376.27,78.5,61.75
2,2463.58,2581.79,118.21,87.31
3,2662.77,2793.15,130.38,80.98
