key,press_time,release_time,dwell_time,flight_time
s,0.0,148.16,148.16,0.0
e,352.7,529.15,176.44,204.55
c,699.92,915.53,215.61,170.78
u,1150.11,1329.85,179.74,234.58
r,1539.61,1735.81,196.2,209.76
e,1882.77,2061.84,179.07,146.96
p,2277.56,2452.19,174.63,215.72
a,2568.29,2770.46,202.17,116.1
s,2958.91,3087.39,128.48,188.45
s,3256.39,3450.76,194.37,169.0
w,3554.15,3718.04,163.89,103.39
o,3967.2,4147.93,180.73,249.15
r,4232.14,4390.45,158.31,84.21
d,4533.66,4692.4,158.74,143.21
1,4848.29,5008.99,160.7,155.89
2,5194.29,5405.61,211.32,185.3
3,5580.49,5856.07,275.58,174.88
