key,press_time,release_time,dwell_time,flight_time
s,0.0,73.21,73.21,0.0
e,163.05,227.17,64.12,89.84
c,287.93,355.38,67.45,60.76
u,451.84,557.37,105.53,96.46
r,640.78,730.37,89.58,83.42
e,819.79,901.44,81.66,89.42
p,1001.41,1125.59,124.18,99.97
a,1199.82,1284.77,84.95,74.23
s,1399.72,1485.18,85.46,114.95
s,1590.27,1654.49,64.23,105.09
w,1757.97,1889.01,131.03,103.48
o,1942.55,2028.91,86.36,53.54
r,2163.41,2263.19,99.79,134.49
d,2403.62,2511.42,107.8,140.43
1,2586.16,2682.38,96.22,74.74
2,2714.99,2866.92,151.93,32.61
3,2934.5,3008.73,74.23,67.58
