key,press_time,release_time,dwell_time,flight_time
s,0.0,72.65,72.65,0.0
e,144.51,194.73,50.22,71.86
c,313.08,405.65,92.57,118.35
u,477.56,554.82,77.26,71.9
r,605.19,723.47,118.27,50.37
e,812.5,911.25,98.75,89.04
p,1030.28,1104.57,74.3,119.02
a,1196.96,1287.09,90.14,92.38
s,1410.07,1511.21,101.14,122.97
s,1607.0,1697.41,90.41,95.79
w,1815.19,1909.08,93.89,117.79
o,2016.46,2139.31,122.86,107.37
r,2204.53,2300.61,96.08,65.21
d,2449.65,2528.59,78.94,149.04
1,2626.64,2762.23,135.58,98.05
2,2889.39,3016.23,126.83,127.17
3,3071.91,3190.12,118.21,55.69
