key,press_time,release_time,dwell_time,flight_time
s,0.0,51.83,51.83,0.0
e,110.81,187.57,76.76,58.98
c,273.45,363.08,89.63,85.88
u,460.63,525.1,64.47,97.55
r,609.39,686.58,77.19,84.29
e,785.25,852.7,67.45,98.67
p,931.26,1003.04,71.78,78.56
a,1094.14,1143.87,49.73,91.1
s,1252.84,1316.9,64.06,108.98
s,1370.0,1441.88,71.88,53.1
w,1519.29,1591.84,72.55,77.41
o,1669.58,1746.55,76.97,77.74
r,1831.79,1875.59,43.8,85.24
d,1963.53,2031.74,68.21,87.94
1,2093.11,2179.29,86.18,61.37
2,2256.65,2336.46,79.81,77.36
3,2406.97,2506.5,99.54,70.5
