key,press_time,release_time,dwell_time,flight_time
s,0.0,114.17,114.17,0.0
e,232.0,336.92,104.93,117.83
c,473.94,577.65,103.71,137.02
u,766.23,860.56,94.33,188.58
r,1004.69,1124.54,119.85,144.13
e,1285.82,1388.56,102.74,161.28
p,1524.46,1655.19,130.73,135.9
a,1760.46,1877.47,117.0,105.27
s,2033.65,2150.91,117.26,156.18
s,2299.87,2377.24,77.37,148.96
w,2481.29,2609.47,128.18,104.05
o,2746.14,2869.55,123.41,136.67
r,3042.72,3178.47,135.75,173.17
d,3276.64,3392.39,115.75,98.18
1,3511.36,3623.72,112.35,118.97
2,3823.96,3970.11,146.15,200.25
3,4131.11,4298.48,167.37,161.0
